product_id,title,description,categories,url,price,quantity,image,characteristics,ingredients,allergens,interests,servings,calories
organic-dark-chocolate-bar-with-almonds-090725,Organic Dark Chocolate Bar with Almonds," We hope you’ll try one – or more – of our Trader Joe’s Organic Chocolate Bars. These bars are made from very high quality, organically grown cacao beans and other flavorful organic ingredients – each Organic Chocolate Bar represents a singularly spectacular chocolate experience for lovers of all kinds of chocolates.   Organic Dark Chocolate Bar with Almonds has intense flavor – 73% cacao – with aromas of coffee, caramel, and of course, chocolate, finishing with an Almond crunch. ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/organic-dark-chocolate-bar-with-almonds-090725,$1.99,3.5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21002/90725.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['ORGANIC DARK CHOCOLATE (ORGANIC COCOA MASS, ORGANIC CANE SUGAR, ORGANIC COCOA BUTTER)', 'ORGANIC ALMONDS']",CONTAINS ALMOND.,"['Cheese Board', 'Desk Drawer', 'Midday Snacks', 'Treat Yourself']",['1/3 bar(33g)'],['190']
organic-milk-chocolate-truffle-bar-070558,Organic Milk Chocolate Truffle Bar," We hope you’ll try one – or more – of our Trader Joe’s Organic Chocolate Bars. These bars are made from very high quality, organically grown cacao beans and other flavorful organic ingredients – each Organic Chocolate Bar represents a singularly spectacular chocolate experience for lovers of all kinds of chocolates.   This Milk Chocolate Truffle Bar feature a creamy exterior with a velvety smooth milk chocolate center. Savor this fine chocolate alone, melt in a warm glass of milk to make tasty hot chocolate or melt over strawberries for a high-quality snack for not so high quantities of money. ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/organic-milk-chocolate-truffle-bar-070558,$1.99,3.5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21002/70558.png/jcr:content/renditions/cq5dam.web.1280.1280,Organic,"['ORGANIC MILK CHOCOLATE (ORGANIC CANE SUGAR, ORGANIC COCOA BUTTER, ORGANIC MILK POWDER, ORGANIC UNSWEETENED CHOCOLATE) ', 'ORGANIC DARK CHOCOLATE (ORGANIC UNSWEETENED CHOCOLATE, ORGANIC CANE SUGAR, ORGANIC COCOA BUTTER) ', 'ORGANIC VEGETABLE OIL (ORGANIC HIGH-OLEIC SUNFLOWER AND/OR ORGANIC CANOLA AND/OR ORGANIC SAFFLOWER OIL)']",CONTAINS MILK.,"['Desk Drawer', 'Midday Snacks', 'Treat Yourself']",['1/3 bar(33g)'],['190']
organic-dark-chocolate-truffle-bar-070557,Organic Dark Chocolate Truffle Bar," We hope you’ll try one – or more – of our Trader Joe’s Organic Chocolate Bars. These bars are made from very high quality, organically grown cacao beans and other flavorful organic ingredients – each Organic Chocolate Bar represents a singularly spectacular chocolate experience for lovers of all kinds of chocolates.   This Dark Chocolate Truffle Bar features a creamy exterior with a velvety smooth dark chocolate center. Savor this fine chocolate alone, melt in a warm glass of milk to make tasty hot chocolate, or melt over strawberries for a fancy treat. ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/organic-dark-chocolate-truffle-bar-070557,$1.99,3.5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21002/70557.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['ORGANIC COCOA MASS', 'ORGANIC CANE SUGAR', 'ORGANIC COCOA BUTTER', 'ORGANIC OIL BLEND (ORGANIC HIGH-OLEIC SUNFLOWER OIL, ORGANIC CANOLA OIL, AND/OR ORGANIC SAFFLOWER OIL)']","MAY CONTAIN MILK, SOY, WHEAT, PEANUT, ALMOND, CASHEW, COCONUT, HAZELNUT, PECAN.","['Cheese Board', 'Desk Drawer', 'Midday Snacks', 'Treat Yourself']",['1/3 bar(33g)'],['190']
blueberry-dream-frozen-dessert-bars-074250,Blueberry Dream Frozen Dessert Bars," We sell a staggering amount of blueberries at Trader Joe’s, especially during the summer months. In fact, truckloads would not be an inaccurate description of the amount. This got our buyer to thinking—how can we bring customers even more of these beloved little berries, at the height of the season? You could say the answer came to them in the form of a dream: Trader Joe’s Blueberry Dream Frozen Dessert Bars, to be more precise.   These frozen delights get a double dose of blueberry deliciousness thanks to sweet, ripe blueberries and unsweetened blueberry juice. Blending the aforementioned berries and juice with a rich, ice cream-esque base (including milk, cream, and egg yolks) and a touch of cane sugar yields a velvety, deep violet-hued Frozen Dessert Bar possessing truly intense blueberry flavor. If you’re looking for ways to make your Blueberry Dreams come true this summer, these sweet, kosher-certified treats are sure to satisfy as an afternoon snack or after-dinner treat, from the first lick to the last, enthusiastic bite. Find them in our freezers, for a limited time. ","['Food', 'From The Freezer', 'Cool Desserts']",https://www.traderjoes.com/home/products/pdp/blueberry-dream-frozen-dessert-bars-074250,$3.49,11 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20604/74250.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['ICE CREAM (MILK, CREAM, CANE SUGAR, CONDENSED SKIM MILK, WHEY, EGG YOLKS, GUAR GUM, CAROB BEAN GUM, CARRAGEENAN)', 'BLUEBERRIES', 'WATER', 'CANE SUGAR', 'BLUEBERRY JUICE (WATER, BLUEBERRY JUICE CONCENTRATE)', 'CITRIC ACID (ACIDULANT)', 'GUAR GUM', 'XANTHAN GUM.']","CONTAINS MILK, EGG.","['Heat Wave', 'Stuff of Dreams', 'Treat Yourself']","['2 bars(156g)', '2 bars(156g)']","['240 ', '470 ']"
sliced-provolone-cheese-079681,Sliced Provolone Cheese," Provolone Cheese is an age-old Italian creation that brings a mildly creamy flavor to plenty of dishes. Trader Joe’s Sliced Provolone Cheese makes this exemplar cheese variety available in a pre-sliced form ready to enjoy atop sandwiches, wraps, and other cold cut classics a plenty.   A cousin of mozzarella, Provolone Cheese is a cow’s milk, semi-hard formaggi a pasta filata (Italian for “spun paste cheese”). It undergoes kneading of the fresh curd in hot water to give that famously elastic, rubbery texture that Provolone Cheese is known for. This mass of curd created from the stretching process is then aged to harden, and therefore differentiate, the Provolone from its mozzarella cousin. Like all pulled curd cheeses, a bit of Sliced Provolone Cheese is wonderful, and arguably more flavorful, when melted. This should direct your mind to the world of paninis, casseroles, baked pasta, and hoagies as a perfect pairing for our Sliced Provolone Cheese. Each slice was made for two slices of fresh bread, to be flashed in heat, and to evoke images of ooey gooey goodness. ","['Food', 'Cheese', 'Slices, Shreds, Crumbles']",https://www.traderjoes.com/home/products/pdp/sliced-provolone-cheese-079681,$4.99,12 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20201/79681.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PASTEURIZED MILK', 'CHEESE CULTURES', 'SALT', 'ANIMAL RENNET']",CONTAINS MILK.,['Family Style'],['1 slice(28g)'],['100 ']
uncooked-ground-buffalo-burgers-051367,Uncooked Ground Buffalo Burgers," Did you know: it takes about 26 months for a bison to reach maturity. The buffalo grown for Trader Joe's Buffalo Burgers are on large, open prairie ranches and given a choice of whole grains and free range grazing on prairie grass. You see, buffalo, unlike cattle, will naturally select what they wish to eat and they never consume more than their bodies require.   Since buffalo meat is lean, it tends to cook faster than beef. However, it's very versatile and easy to prepare. Like these Buffalo Burgers– just defrost and pan-fry or grill, about 5 minutes per side, or until internal temperature is 160˚F. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/uncooked-ground-buffalo-burgers-051367,$10.99,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/51367.png/jcr:content/renditions/cq5dam.web.1280.1280,,['GROUND BISON (BUFFALO)'],,"['Alfresco Dining', 'Crack a Beer', 'Fire Up The Grill', 'Fry It Up']",['1 patty(150g/5.3oz)'],['370 ']
fire-roasted-red-peppers-001499,Fire Roasted Red Peppers," Trader Joe’s Fire Roasted Red Peppers are sweet red peppers roasted over fire. They’re grown in Peru, where the strength of the sun’s rays aid in the peppers’ brilliant red hue. Red peppers are actually the fully ripened version of other types of sweet and hot peppers that develop green at first. This mature pepper has more nutrients than green peppers (nine times the amount of carotene!), and because of their color, they contain the antioxidant lycopene.   Knowing all the virtues of these fiery field treasures, you’re probably itching to add them to your next pizza, sandwich, salad, or skewer. We don’t blame you – sounds like a good idea to us, too. Especially if you pair them with chunks of Marinated Fresh Mozzarella Cheese – yum. ","['Food', 'For the Pantry', 'Packaged Fish, Meat, Fruit & Veg']",https://www.traderjoes.com/home/products/pdp/fire-roasted-red-peppers-001499,$2.29,12 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20902/01499.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['RED BELL PEPPERS', 'WATER', 'BROWN SUGAR', 'SALT', 'CITRIC ACID (ACIDIFIER)', 'CALCIUM CHLORIDE']",,"['Alfresco Dining', 'Picnic', 'Time-pressed']",['1 oz.(28g)'],['10 ']
crumbled-goat-cheese-076929,Crumbled Goat Cheese," Made with fresh, pasteurized goat’s milk and non-animal rennet (something vegetarians will appreciate), Trader Joe’s Crumbled Goat Cheese is just what you need to add a little... je ne sais quoi to your salads, pizzas, pastas, and even pastries. Actually, we take that back. We do “sais quoi” it adds to your salads, pizzas, pastas, and even pastries — fresh, tangy, salty, and ever-so-mildly-musky creaminess. And for heaven’s sake, who wouldn’t want to add some of to, say, a strawberry & spinach salad? ","['Food', 'Cheese', 'Slices, Shreds, Crumbles']",https://www.traderjoes.com/home/products/pdp/crumbled-goat-cheese-076929,$2.99,4 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20201/76929.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PASTEURIZED GOAT MILK', 'SALT', 'CHEESE CULTURE', 'MICROBIAL RENNET', 'POWDERED CELLULOSE (ANTI-CAKING AGENT)', 'NATAMYCINE (NATRUAL MOLD AND YEAST INHIBITOR)']",CONTAINS MILK.,"['Alfresco Dining', 'Feeling Fancy', 'Picnic']",['1 oz(28g)'],['80 ']
fig-butter-096478,Fig Butter," Trader Joe’s Fig Butter is a very straight-forward and simple list of ingredients (figs, water, sugar, lemon, pectin) and the result is simply delicious! Right at home as part of a cheese board, or as a toppig for a baked brie. Spread some on your next slice of toast or a cracker, top with a bit of cheese and rosemary and you will be hooked. ","['Food', 'For the Pantry', 'Nut Butters & Fruit Spreads']",https://www.traderjoes.com/home/products/pdp/fig-butter-096478,$2.99,11 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20903/96478.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['FIG PASTE (FIGS, WATER)', 'WATER', 'SUGAR', 'LEMON JUICE CONCENTRATE', 'PECTIN']",,"['Cheese Board', 'Feeling Fancy', 'Picnic']",['1 tbsp(20g)'],['45 ']
cashew-butter-cashews-074031,Cashew Butter Cashews," We’ve carried lot of cashews in our time. Some have been flavored with sesame seeds and honey, others flavored with Thai limes and chiles, but our latest venture into the cashew milieu might be the most unique yet: cashews flavored with…cashews! Or, to be more specific, cashew butter. Indeed, Trader Joe’s Cashew Butter Cashews combine the classic crunch and savory flavor of one of our favorite nuts with the sweet and nutty splendor of silky cashew butter, resulting in a remarkably delicious (if curiously recursive) snack.   Our supplier, a confectioner who specializes in candied nut treats like these, makes each batch by coating honey roasted cashews in a thick layer of creamy cashew butter, which itself is dotted by bits of crushed cashews. Each bite has a satisfying mix of soft and crunchy textures, as well as sweet and lightly salty flavors, making them an ideal treat for bringing to the movies, bringing along for car rides or commutes, or enjoying by the handful on a hike. ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/cashew-butter-cashews-074031,$4.99,8 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21002/74031.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['CASHEW BUTTER COATING (NONFAT DRY MILK, SUGAR, PALM KERNEL OIL, PALM OIL, CASHEW BUTTER [DRY ROASTED CASHEWS], SUNFLOWER LECITHIN [EMULSIFIER], NATURAL VANILLA FLAVOR, SEA SALT, COCOA POWDER)', 'HONEY ROASTED CASHEWS (CASHEWS, BROWN SUGAR, HONEY, POWDERED SUGAR [SUGAR, CORNSTARCH], ACACIA GUM, SALT)', 'GROUND CASHEWS']","CONTAINS MILK,  CASHEW.","['Backpack Ready', 'Desk Drawer', 'Finger Food', 'Midday Snacks']",['1/4 cup(30g)'],['160 ']
super-sweet-fresh-corn-009286,Super Sweet Fresh Corn," A sure sign that summer has arrived, Trader Joe’s Super Sweet Fresh Corn is a celebration of the season. The kernels taste buttery and sweet and can be prepared a variety of ways. They are delicious boiled, roasted, microwaved, or even raw—and can be eaten on or off the cob. Corn is a treat to eat all by itself, but it’s an absolute stunner when generously seasoned with and slathered with butter or mayo. There may be no better way to enjoy the summer. ","['Food', 'Fresh Fruits & Veggies', 'Veggies']",https://www.traderjoes.com/home/products/pdp/super-sweet-fresh-corn-009286,$3.99,20 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20702/09286.png/jcr:content/renditions/cq5dam.web.1280.1280,,['SWEET CORN.'],,"['Family Style', 'Fire Up The Grill', 'Picnic']",['1 ear of corn(140g)'],['120 ']
carrot-ginger-miso-dressing-061174,Carrot Ginger Miso Dressing," Vivid orange, as its name suggests, Trader Joe’s Carrot Ginger Miso Salad Dressing boasts an impressive profile packed with carrots, ginger purée, and white miso. The flavors are rounded out with rice vinegar, shallots, and sea salt. Most refrigerated dressings are heat pasteurized for safety. That’s great for safety- not so great for maintaining the fresh flavors of otherwise raw foods. Our supplier uses a process called HPP (that stands for High Pressure Processing), which uses very cold water and very high pressure to achieve the same food safety results, without cooking the ingredients. The result is a dressing with big, bold, bright flavors.  Excellent on salads, of course, but when brushed on a grilled salmon fillet? Perfection. ","['Food', 'Dips, Sauces & Dressings', 'Dressing & Seasoning']",https://www.traderjoes.com/home/products/pdp/carrot-ginger-miso-dressing-061174,$3.99,11 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20405/61174.png/jcr:content/renditions/cq5dam.web.1280.1280,Vegan,"['CARROT', 'WATER', 'CANOLA OIL', 'GINGER PUREE', 'WHITE MISO (SOYBEANS, KOJI RICE [RICE, KOJI SPORES {ASPERGILLUS ORYZAE}], SEA SALT, WATER)', 'RICE VINEGAR', 'SHALLOTS', 'SEA SALT.']",CONTAINS SOY.,"['Alfresco Dining', 'Pour It On']",['2 Tbsp.(30mL)'],['60 ']
